chr1	x1	x2	chr2	y1	y2	color	o	e_bl	e_donut	e_h	e_v	fdr_bl	fdr_donut	fdr_h	fdr_v	num_collapsed	centroid1	centroid2	radius
11	128750000	128760000	11	128820000	128830000	0,255,255	58	27.9009	25.5532	27.928	28.4411	0.0032607771247	0.00551663077755	0.00976304119154	0.0100832020705	2	128750000	128825000	5000.0
11	130070000	130080000	11	130290000	130300000	0,255,255	64	27.6329	21.0894	26.172	24.8725	0.000171579380415	4.16511851224e-07	0.000485458936203	0.000561743294985	2	130080000	130295000	5000.0
1	113270000	113280000	1	113340000	113350000	0,255,255	61	20.3887	21.4747	26.9487	25.9902	6.10146159849e-06	3.96979117967e-06	0.00228371427807	0.00232709135655	2	113265000	113345000	10000.0
1	116680000	116690000	1	117030000	117040000	0,255,255	31	8.8694	7.29126	9.15783	9.05059	0.000690419164403	8.45171403462e-06	0.000945938991718	0.000629307656158	1	116685000	117035000	0
11	1720000	1730000	11	1850000	1860000	0,255,255	57	23.4825	23.0962	28.7502	26.3431	7.7195983792e-05	6.88545817276e-05	0.0148037984026	0.0153879681607	3	1725000	1855000	10000.0
11	17400000	17410000	11	17520000	17530000	0,255,255	85	35.6079	34.8537	44.2689	39.03	4.95634258771e-07	5.99565341196e-07	0.00175662556762	0.0017263744555	2	17405000	17530000	5000.0
1	117540000	117550000	1	117590000	117600000	0,255,255	57	23.0827	23.2041	27.1232	24.3	7.7195983792e-05	6.88545817276e-05	0.0148037984026	0.000176521329922	1	117545000	117595000	0
11	1915000	1920000	11	1960000	1965000	0,255,255	41	6.81312	9.26466	11.4782	11.0999	3.26107384769e-11	5.3665708431e-09	5.94857496926e-06	1.18643475045e-05	1	1917500	1962500	0
11	2030000	2040000	11	2170000	2180000	0,255,255	90	42.1195	31.0391	38.9556	42.2542	6.46193236083e-05	1.79678565129e-08	0.000183257038309	0.000171914725874	5	2047000	2171000	12649.1106407
1	12180000	12190000	1	12260000	12270000	0,255,255	105	51.0017	49.3135	61.2665	56.9174	0.000124560129649	0.000233870174933	0.000428730882892	0.000364735058247	2	12185000	12260000	5000.0
11	2200000	2210000	11	2440000	2450000	0,255,255	63	30.181	24.8067	29.9442	27.6386	0.000283996394843	0.000439199158223	0.00079426352853	0.000898410650512	1	2205000	2445000	0
11	2220000	2230000	11	2310000	2320000	0,255,255	69	31.8839	32.7071	38.7786	33.7238	0.00216124826578	0.00389192183925	0.00714242608186	0.00720439566514	2	2230000	2305000	11180.3398875
11	2450000	2460000	11	2910000	2920000	0,255,255	55	22.1917	24.1364	29.0654	29.775	0.000271838236804	0.000250927371779	0.0337843012944	0.0345296190088	2	2450000	2915000	5000.0
11	2455000	2460000	11	2545000	2550000	0,255,255	46	15.9558	13.8862	18.1069	17.8715	0.000451914813786	2.63841807308e-06	0.00154303354201	0.00120811514197	4	2452500	2546250	8750.0
11	2550000	2560000	11	2910000	2920000	0,255,255	61	28.3852	23.5547	27.1502	29.7917	0.000782594325493	3.96979117967e-06	0.00228371427807	0.00232709135655	1	2555000	2915000	0
11	33880000	33890000	11	33990000	34000000	0,255,255	79	34.0899	29.6837	33.7236	38.5696	1.74795323333e-05	1.15114929139e-08	6.21185810471e-05	6.59418990949e-05	2	33885000	34000000	5000.0
11	34210000	34220000	11	34260000	34270000	0,255,255	84	33.5453	44.9593	42.8391	41.8706	9.38135239033e-07	0.00155238215012	0.00271449860686	0.00252185914196	1	34215000	34265000	0
11	36310000	36320000	11	36480000	36490000	0,255,255	52	23.313	22.2584	29.8677	23.0018	0.00142202741576	0.00148934119588	0.0967175217369	0.00367658662474	4	36317500	36500000	15206.9063257
11	3870000	3880000	11	4080000	4090000	0,255,255	56	21.1353	23.1183	21.3226	30.3425	0.000145103638626	0.00013106459342	0.000308698370384	0.0232300899175	2	3875000	4090000	5000.0
11	44580000	44590000	11	44630000	44640000	0,255,255	77	33.1061	33.9765	37.2608	39.3279	4.97222526268e-05	7.3679540677e-05	0.00017680758578	0.0329954608491	3	44578333	44638333	7453.559925
11	44640000	44650000	11	44910000	44920000	0,255,255	57	16.8549	17.8451	20.6521	21.722	2.83931771248e-07	1.69935431842e-07	0.000179145931977	0.000176521329922	3	44645000	44925000	10000.0
11	44950000	44960000	11	45110000	45120000	0,255,255	93	31.7125	27.708	33.7684	38.2957	1.86305740487e-09	3.5146036658e-14	7.27368029853e-09	8.18539027325e-09	6	44958333	45118333	14907.11985
11	45200000	45210000	11	45250000	45260000	0,255,255	71	27.5232	37.8317	33.6392	36.3877	2.24046980028e-06	0.00153909536854	0.0029576706661	0.00300761140016	1	45205000	45255000	0
11	46900000	46910000	11	47180000	47190000	0,255,255	67	36.3794	26.8905	30.945	35.3497	0.0048194698347	4.24736719565e-05	0.0158633329663	0.0159664343198	3	46911666	47181666	7453.559925
11	49240000	49250000	11	89350000	89360000	0,255,255	18	0.0658565	0.0163233	0.0	0.0696362	7.08849401668e-09	4.63208086803e-08	3.01969206481e-08	7.00017132986e-08	1	49245000	89355000	0
1	152020000	152030000	1	152150000	152160000	0,255,255	61	19.2987	15.8927	17.6096	17.8407	5.43472994262e-09	3.16932594413e-09	4.88061780137e-09	4.1553651598e-09	3	152031666	152151666	7453.55992499
1	153330000	153340000	1	153450000	153460000	0,255,255	58	21.7428	21.9912	25.9882	28.6002	4.76543318446e-05	3.59746146157e-05	0.00976304119154	0.0100832020705	1	153335000	153455000	0
1	153770000	153780000	1	153950000	153960000	0,255,255	51	24.1132	19.1845	22.7018	24.0181	0.00237110958924	2.47411478476e-05	0.00557407269018	0.00573179220977	1	153775000	153955000	0
1	156350000	156360000	1	156410000	156420000	0,255,255	119	39.2932	40.4042	44.9382	47.7761	7.66820589065e-13	6.93183298074e-13	1.17097253402e-12	1.72621056083e-12	2	156360000	156415000	5000.0
1	15660000	15670000	1	15750000	15760000	0,255,255	64	30.931	32.5457	35.7349	37.5337	0.015470606752	0.0278606197112	0.0460023778116	0.0463710864812	3	15655000	15755000	10000.0
11	56890000	56900000	11	57000000	57010000	0,255,255	45	19.3644	20.8872	24.0376	23.5453	0.00180748240924	0.0480691346442	0.0808870557833	0.0857261752557	2	56890000	57010000	7071.06781187
1	157065000	157070000	1	157130000	157135000	0,255,255	29	9.08811	9.6898	11.5906	10.1414	0.00240788569006	0.00590096562145	0.0810725309098	0.0808490003702	2	157065000	157135000	3535.53390593
11	57335000	57340000	11	57405000	57410000	0,255,255	35	10.7677	9.68303	9.47779	10.9091	0.0004113613616	1.33031887095e-05	3.17261498045e-05	0.00327930494419	2	57337500	57410000	2500.0
1	157340000	157350000	1	157450000	157460000	0,255,255	54	17.0341	15.9952	18.7166	20.1791	3.95381374462e-06	2.41318209578e-06	4.34421822741e-06	0.00119870761941	2	157340000	157460000	7071.06781187
11	60110000	60120000	11	60250000	60260000	0,255,255	39	13.0653	12.2936	12.4328	15.1714	0.00223884726515	2.82715162047e-05	0.00301923830267	0.00255480406821	1	60115000	60255000	0
1	161170000	161180000	1	161340000	161350000	0,255,255	50	19.2448	18.0359	21.8332	23.2202	7.51980380586e-05	5.5617944469e-05	0.00940226570873	0.0098562349611	1	161175000	161345000	0
11	61660000	61670000	11	61710000	61720000	0,255,255	91	22.7672	32.5978	29.9011	36.5045	1.75433962968e-18	9.09102538499e-09	3.9013810712e-13	3.18365693316e-08	1	61665000	61715000	0
11	62180000	62190000	11	62300000	62310000	0,255,255	54	22.8578	24.5807	30.0283	27.1791	0.000489483783185	0.000470578932403	0.0484579201932	0.0506677183558	2	62185000	62315000	10000.0
11	62670000	62680000	11	62780000	62790000	0,255,255	75	29.4075	27.1504	38.8768	30.1343	1.39106316496e-07	1.95966065439e-07	0.0595224605137	6.57872057028e-07	2	62675000	62790000	5000.0
1	16400000	16410000	1	16510000	16520000	0,255,255	89	33.8328	31.3821	39.4945	36.5252	3.5345148241e-08	3.57497656132e-08	0.000272724913468	1.38035387715e-07	3	16408333	16511666	7453.559925
1	165370000	165380000	1	165550000	165560000	0,255,255	55	14.6652	14.506	16.2565	20.6724	9.39442121636e-10	5.17581354658e-10	1.73424937306e-06	0.000648358317971	1	165375000	165555000	0
1	167560000	167570000	1	167650000	167660000	0,255,255	59	24.1145	24.4258	28.1513	27.2172	2.55029844194e-05	1.80966247551e-05	0.00625599386956	0.00634325804921	1	167565000	167655000	0
11	68870000	68880000	11	69470000	69480000	0,255,255	52	24.9364	19.6	24.8481	22.6005	0.036760050855	0.00148934119588	0.0967175217369	0.00367658662474	3	68878333	69475000	12018.5042515
11	72540000	72550000	11	72880000	72890000	0,255,255	65	23.1798	22.9771	27.546	26.0841	3.35438668066e-07	2.10315228438e-07	0.000280648829304	0.000334787320768	1	72545000	72885000	0
11	73000000	73010000	11	73050000	73060000	0,255,255	80	30.5408	44.6369	45.4151	44.5012	3.2018160457e-09	0.00754699654918	0.0120580744409	0.0124001823115	2	73010000	73060000	7071.06781187
11	74160000	74170000	11	74270000	74280000	0,255,255	53	21.1366	20.3726	21.8978	23.2894	0.000853257193235	0.00084347507187	0.00189481041647	0.0021709717785	3	74168333	74281666	7453.559925
11	74860000	74870000	11	74910000	74920000	0,255,255	120	45.9395	58.9875	62.58	53.5873	3.87230918553e-13	1.30635950776e-07	0.00244381434142	2.41824439903e-07	1	74865000	74915000	0
11	75040000	75050000	11	75090000	75100000	0,255,255	79	28.6063	33.0646	35.1129	36.6457	6.94768229227e-09	2.32604671018e-05	6.21185810471e-05	6.59418990949e-05	1	75045000	75095000	0
1	175120000	175130000	1	175290000	175300000	0,255,255	52	18.0417	17.5114	19.7316	19.6923	1.96504070751e-05	1.2192626151e-05	0.00331027560657	0.00367658662474	3	175121666	175291666	7453.55992499
11	75180000	75190000	11	75230000	75240000	0,255,255	97	40.7814	52.2546	48.7749	55.2011	1.87868594624e-06	0.00521616053177	4.62716983917e-06	0.00697197007495	1	75185000	75235000	0
11	76320000	76330000	11	76370000	76380000	0,255,255	109	39.6341	53.5649	49.0352	54.0215	1.38386072576e-09	3.67287384266e-05	7.80650847137e-05	6.53747667114e-05	3	76311666	76385000	16666.6666667
11	76450000	76460000	11	76500000	76510000	0,255,255	87	27.8038	36.5648	34.0005	38.964	9.18678836381e-12	1.47851440446e-07	4.88857979297e-07	0.000683550947142	1	76455000	76505000	0
11	76840000	76850000	11	76890000	76900000	0,255,255	84	29.1719	33.6944	32.8667	38.0318	1.21247900737e-10	1.1242693815e-06	3.51612782095e-06	3.38192502469e-06	2	76840000	76895000	5000.0
11	76910000	76920000	11	77260000	77270000	0,255,255	62	21.2462	23.6287	28.3101	29.8279	3.01305116229e-06	1.99146822214e-06	0.00139782339045	0.00155670752321	1	76915000	77265000	0
1	17820000	17830000	1	17930000	17940000	0,255,255	46	14.638	15.9141	18.9521	19.0983	8.96639154909e-06	0.000936810421561	0.00176350136516	0.00137720023797	1	17825000	17935000	0
1	181050000	181060000	1	181110000	181120000	0,255,255	75	31.5392	33.3812	36.9775	36.1643	0.000135622746752	0.000211581491816	0.000464189167594	0.000488769453724	2	181055000	181110000	5000.0
1	181160000	181170000	1	181390000	181400000	0,255,255	33	11.0843	9.29939	12.1562	9.92175	0.00450320252422	9.79062361694e-05	0.00649731134829	0.00477216806835	1	181165000	181395000	0
1	182570000	182580000	1	182750000	182760000	0,255,255	59	16.1396	14.8751	18.3771	17.4828	4.18718092192e-08	4.9181676839e-12	3.7955184051e-08	3.04142112105e-08	4	182570000	182750000	7071.06781187
1	18920000	18930000	1	19140000	19150000	0,255,255	51	16.2784	17.8429	21.4894	20.6153	3.75958608866e-05	2.47411478476e-05	0.00557407269018	0.00573179220977	1	18925000	19145000	0
11	9640000	9645000	11	10150000	10155000	0,255,255	35	0.863653	0.705598	1.21451	0.286949	5.79926498809e-29	1.07707361688e-28	3.01559674423e-29	1.88474678737e-28	1	9642500	10152500	0
1	196765000	196770000	1	196890000	196895000	0,255,255	20	0.414951	0.59264	0.334844	0.671477	5.70606133839e-10	1.36954024735e-09	1.09264241662e-09	2.63354674307e-09	1	196767500	196892500	0
1	196780000	196790000	1	196910000	196920000	0,255,255	17	1.47231	1.74576	1.77744	1.90566	4.16464949797e-08	2.3795813673e-06	6.84062399854e-06	5.38326115742e-06	1	196785000	196915000	0
1	200950000	200960000	1	201000000	201010000	0,255,255	94	35.3238	42.9219	44.4922	42.9592	9.30933528535e-10	1.43560195027e-05	2.38181113141e-05	2.13724633501e-05	3	200945000	201005000	10000.0
1	201520000	201530000	1	201670000	201680000	0,255,255	65	23.5972	22.9677	28.2467	27.2784	3.35438668066e-07	2.10315228438e-07	0.000280648829304	0.000334787320768	1	201525000	201675000	0
1	201850000	201860000	1	201940000	201950000	0,255,255	52	20.9034	21.0196	23.0877	20.4499	0.00142202741576	0.00148934119588	0.00331027560657	0.00367658662474	1	201855000	201945000	0
1	201970000	201980000	1	202090000	202100000	0,255,255	53	27.1164	23.5396	27.8915	27.9476	0.0257603247983	0.00084347507187	0.0687174591139	0.071183724207	3	201971666	202101666	7453.55992499
1	203000000	203010000	1	203180000	203190000	0,255,255	67	35.213	29.0695	38.0784	31.7212	0.0048194698347	4.24736719565e-05	0.0158633329663	0.0159664343198	2	203005000	203190000	5000.0
1	203240000	203245000	1	203300000	203305000	0,255,255	37	12.8045	11.1513	11.0628	9.19179	0.00290919542971	0.000233599851052	0.000387576551752	5.91805760824e-06	1	203242500	203302500	0
1	203470000	203480000	1	203670000	203680000	0,255,255	47	18.7816	18.5858	22.5953	22.2233	0.000567411579423	0.000472977353485	0.0358331778839	0.0382408643365	2	203465000	203670000	11180.3398875
1	205240000	205250000	1	205290000	205300000	0,255,255	104	38.0342	45.5723	46.5267	45.8788	2.66845076651e-13	3.92596091955e-08	7.29520122764e-08	6.3260907125e-08	3	205241666	205298333	7453.55992499
1	20530000	20540000	1	20820000	20830000	0,255,255	46	16.6425	14.2819	14.6555	16.9349	0.00106271760451	6.02557116278e-06	8.1912921519e-06	0.00137720023797	1	20535000	20825000	0
1	205360000	205370000	1	205450000	205460000	0,255,255	70	23.7064	28.351	29.3429	34.1594	6.38550804579e-09	5.5726390541e-06	1.30752194872e-05	0.00477797048473	1	205365000	205455000	0
1	208070000	208080000	1	208120000	208130000	0,255,255	70	27.7507	38.2458	37.3878	38.7869	4.69821862151e-06	0.00248509053509	0.00466224061954	0.00477797048473	2	208080000	208130000	7071.06781187
12	10150000	10155000	12	10190000	10195000	0,255,255	29	3.63646	4.53231	5.28893	5.07678	6.41709859389e-10	4.36961553211e-08	4.35700507209e-06	5.07926741218e-06	1	10152500	10192500	0
12	108960000	108970000	12	109010000	109020000	0,255,255	75	33.8094	31.6989	41.7252	32.323	0.000135622746752	0.000211581491816	0.0595224605137	0.000488769453724	2	108960000	109015000	5000.0
12	108960000	108970000	12	109200000	109210000	0,255,255	40	14.6781	13.4783	14.517	15.4417	0.00115309729888	0.000845702974312	0.00151705025903	0.00125364178177	1	108965000	109205000	0
12	10920000	10930000	12	11640000	11650000	0,255,255	38	11.2921	9.67861	12.1295	11.4359	6.49945222681e-05	2.66216719216e-07	9.02464501018e-05	6.0564453655e-05	1	10925000	11645000	0
12	111370000	111380000	12	111720000	111730000	0,255,255	54	25.41	23.8405	26.5461	26.0726	0.0178848806285	0.000470578932403	0.0484579201932	0.0506677183558	3	111375000	111735000	10000.0
1	2120000	2130000	1	2300000	2310000	0,255,255	74	28.5207	30.1948	35.8366	36.7304	2.96650805328e-07	3.87751128898e-07	0.000755006768072	0.000826486242599	5	2135000	2313000	12806.2484749
12	123370000	123380000	12	123430000	123440000	0,255,255	74	32.9218	37.8573	37.1451	48.7222	0.0002228410386	0.000355686106454	0.000755006768072	0.0807423950309	3	123355000	123438333	20275.875101
12	124510000	124520000	12	125250000	125260000	0,255,255	43	13.6188	13.3449	15.1447	18.0214	0.000114183666799	7.9654952076e-05	0.000126377689139	0.00865155272925	1	124515000	125255000	0
12	132990000	133000000	12	133110000	133120000	0,255,255	89	40.2887	36.4321	43.5589	37.0188	9.98036795636e-05	3.57497656132e-08	0.000272724913468	1.38035387715e-07	2	132995000	133120000	5000.0
12	1730000	1740000	12	2040000	2050000	0,255,255	44	16.6178	14.287	15.1779	19.092	0.00314807868095	3.57101110924e-05	5.25747530176e-05	0.00483671549628	1	1735000	2045000	0
12	1750000	1760000	12	1890000	1900000	0,255,255	72	35.2827	28.1579	31.226	35.6982	0.00057329415	1.49022673251e-06	0.00194755423012	0.00198685417472	3	1755000	1898333	12018.5042515
12	1910000	1920000	12	2040000	2050000	0,255,255	97	53.3238	42.1558	48.1584	52.9857	0.00229320385305	2.76142591177e-06	4.62716983917e-06	0.00697197007495	4	1917500	2042500	17677.6695297
12	25590000	25600000	12	26170000	26180000	0,255,255	29	8.68623	7.84904	9.1673	8.51207	0.00435747436071	0.00431108834926	0.00541639219338	0.00419661869102	1	25595000	26175000	0
1	226820000	226830000	1	227010000	227020000	0,255,255	60	24.9098	23.9311	29.0845	27.8466	0.00127236939864	8.52029298546e-06	0.00387637897553	0.00375146351156	2	226830000	227015000	5000.0
1	22740000	22750000	1	22970000	22980000	0,255,255	51	19.1583	18.6852	22.8692	19.6194	3.75958608866e-05	2.47411478476e-05	0.00557407269018	0.00573179220977	3	22741666	22971666	7453.559925
12	32610000	32620000	12	32800000	32810000	0,255,255	43	12.5873	13.086	13.1379	16.1582	0.000114183666799	7.9654952076e-05	0.000126377689139	0.00865155272925	1	32615000	32805000	0
1	23410000	23420000	1	23510000	23520000	0,255,255	78	41.4569	35.7458	40.6383	39.7864	0.00808216928429	4.28935550293e-05	0.0233432328846	0.0238338906539	4	23425000	23510000	11180.3398875
1	234740000	234750000	1	234860000	234870000	0,255,255	61	30.6294	24.6344	26.7839	26.1062	0.000782594325493	0.00125258748468	0.00228371427807	0.00232709135655	1	234745000	234865000	0
1	23870000	23880000	1	23960000	23970000	0,255,255	73	29.8008	29.2046	34.3226	31.675	5.65296855593e-07	7.78086227891e-07	0.00119948981336	0.00130544361843	1	23875000	23965000	0
1	24520000	24530000	1	24710000	24720000	0,255,255	64	28.9536	24.2592	28.8122	28.1929	0.000171579380415	4.16511851224e-07	0.000485458936203	0.000561743294985	2	24525000	24720000	5000.0
12	46760000	46770000	12	47050000	47060000	0,255,255	29	10.1963	9.59924	9.42365	10.8159	0.0567531869123	0.00431108834926	0.00541639219338	0.072863032911	2	46765000	47060000	5000.0
12	48110000	48120000	12	48170000	48180000	0,255,255	82	35.2645	37.08	46.8489	44.7774	3.14729130475e-06	4.12403220765e-06	0.00603584093041	0.00581708590333	1	48115000	48175000	0
